0.000000,0.291216,-3.685637,-3.790599,-2.104406,-3.321543,0.254767,-2.724263,-1.095371,-2.178161,-7.058928
0.000000,0.000000,-3.794957,-3.823173,-2.464888,-3.576814,-0.043364,-2.933571,-1.364262,-2.550240,-7.568580
0.000000,0.000000,0.000000,0.231087,2.917420,1.266900,3.549404,2.988658,3.655351,2.946914,-4.855822
0.000000,0.000000,0.000000,0.000000,2.943489,1.247333,3.648279,2.805209,3.740321,2.976977,-4.892225
0.000000,0.000000,0.000000,0.000000,0.000000,-3.120446,2.281288,-1.704689,1.105886,-0.022520,-6.613284
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.593082,0.410067,2.316559,2.909724,-5.830681
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.660288,-1.243935,-2.392751,-6.796131
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.413026,1.714207,-6.380612
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.151677,-7.567312
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-6.587860
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
